1554731103254;0.50;3.05;7.58
1554731103452;0.06;2.82;9.64
1554731103652;-1.19;1.84;8.44
1554731103852;0.76;3.93;9.26
1554731104052;1.25;4.25;9.15
1554731104253;-0.10;1.26;9.65
1554731104453;1.56;0.01;8.14
1554731104652;1.62;2.42;10.28
1554731104853;2.12;3.18;9.74
1554731105053;0.93;2.33;9.88
1554731105252;-0.19;2.54;8.55
1554731105453;-0.36;3.26;8.54
1554731105652;1.22;3.44;9.48
1554731105853;1.41;2.85;8.42
1554731106053;0.91;3.99;8.44
1554731106253;1.09;4.43;9.73
1554731106453;-0.47;2.44;9.18
1554731106653;0.96;3.77;6.02
1554731106853;0.57;2.92;9.84
1554731107053;1.47;3.06;8.63
1554731107252;1.11;3.11;7.98
1554731107452;0.91;3.65;10.60
1554731107653;0.73;3.12;9.22
1554731107852;0.14;3.34;7.87
1554731108052;-0.08;3.68;8.78
1554731108252;2.89;3.54;13.53
1554731108453;1.36;2.90;8.71
1554731108652;0.36;3.85;8.61
1554731108853;-0.25;2.64;13.92
1554731109052;0.54;3.20;7.86
1554731109253;0.00;4.08;9.30
1554731109452;0.12;3.49;11.01
1554731109652;0.71;3.86;9.21
1554731109852;-0.03;4.60;9.10
