1554731113622;-1.60;4.29;8.33
1554731113822;-1.01;4.53;8.35
1554731114022;1.62;3.63;11.63
1554731114222;1.47;3.75;7.77
1554731114422;0.96;4.41;8.14
1554731114623;-1.12;3.70;8.96
1554731114822;1.02;4.50;8.90
1554731115023;0.42;4.80;6.59
1554731115222;1.18;4.55;9.37
1554731115423;1.74;3.60;7.86
1554731115622;1.42;4.58;8.04
1554731115823;0.24;4.56;10.86
1554731116023;-0.34;4.39;8.03
1554731116223;-0.73;3.79;7.13
1554731116423;-0.14;3.90;9.56
1554731116624;1.30;3.97;7.62
1554731116823;0.72;4.19;8.10
1554731117023;0.47;4.65;9.68
1554731117223;-0.39;3.69;6.28
1554731117423;0.22;4.30;8.11
1554731117622;0.15;5.28;9.66
1554731117822;-0.17;4.43;10.09
1554731118022;-0.13;4.77;6.30
1554731118223;0.00;5.03;9.01
1554731118422;-1.76;5.32;12.04
