1556365930918;-0.24;4.51;9.22
1556365930926;-0.23;4.52;9.23
1556365930928;-0.26;4.53;9.17
1556365930948;-0.29;4.52;9.05
1556365930968;-0.30;4.48;8.81
1556365930971;-0.29;4.41;8.82
1556365930972;-0.27;4.38;8.75
1556365930988;-0.25;4.39;8.76
1556365930990;-0.26;4.41;8.85
1556365931006;-0.30;4.45;8.96
1556365931008;-0.33;4.51;9.10
1556365931023;-0.38;4.60;9.27
1556365931030;-0.43;4.61;9.28
1556365931044;-0.42;4.59;9.27
1556365931060;-0.30;4.57;9.13
1556365931062;-0.29;4.56;9.08
1556365931075;-0.23;4.57;9.09
1556365931078;-0.21;4.51;9.07
1556365931094;-0.20;4.49;9.04
1556365931100;-0.19;4.47;8.99
1556365931108;-0.18;4.48;8.96
1556365931125;-0.22;4.49;8.97
1556365931130;-0.27;4.50;9.01
1556365931143;-0.31;4.47;9.02
1556365931157;-0.33;4.45;8.98
1556365931159;-0.32;4.47;8.97
1556365931172;-0.31;4.49;8.98
1556365931178;-0.33;4.50;9.03
1556365931189;-0.34;4.48;9.06
1556365931206;-0.33;4.49;9.04
1556365931208;-0.30;4.50;9.00
1556365931222;-0.27;4.53;9.01
1556365931228;-0.26;4.54;9.03
1556365931242;-0.24;4.55;9.08
1556365931256;-0.23;4.52;9.10
1556365931259;-0.22;4.51;9.12
1556365931273;-0.23;4.52;9.11
1556365931278;-0.24;4.50;9.10
1556365931290;-0.26;4.49;9.07
1556365931307;-0.28;4.50;9.06
1556365931309;-0.29;4.49;9.07
1556365931324;-0.30;4.50;9.08
1556365931328;-0.31;4.48;9.06
1556365931343;-0.33;4.49;9.03
1556365931358;-0.34;4.50;9.01
1556365931360;-0.33;4.49;9.02
1556365931375;-0.32;4.48;9.05
1556365931378;-0.30;4.47;9.07
1556365931392;-0.28;4.46;9.08
1556365931398;-0.27;4.47;9.07
1556365931410;-0.28;4.48;9.05
1556365931425;-0.27;4.49;9.04
1556365931428;-0.28;4.50;9.03
1556365931443;-0.27;4.51;9.04
1556365931448;-0.29;4.52;9.05
1556365931460;-0.28;4.51;9.06
1556365931475;-0.29;4.50;9.07
1556365931478;-0.26;4.49;9.05
1556365931492;-0.25;4.50;9.06
1556365931498;-0.26;4.51;9.07
1556365931510;-0.27;4.52;9.05
1556365931526;-0.26;4.51;9.04
1556365931528;-0.27;4.52;9.03
1556365931543;-0.26;4.53;9.02
1556365931548;-0.27;4.52;9.03
1556365931562;-0.28;4.51;9.04
1556365931577;-0.27;4.50;9.03
1556365931579;-0.28;4.51;9.04
1556365931593;-0.27;4.49;9.05
1556365931599;-0.26;4.50;9.07
1556365931611;-0.29;4.49;9.10
1556365931627;-0.31;4.50;9.09
1556365931630;-0.32;4.49;9.08
1556365931645;-0.33;4.48;9.06
1556365931649;-0.34;4.49;9.04
1556365931662;-0.33;4.50;9.05
1556365931678;-0.34;4.49;9.06
1556365931680;-0.34;4.48;9.09
1556365931695;-0.32;4.47;9.11
1556365931699;-0.31;4.48;9.10
1556365931713;-0.30;4.49;9.09
1556365931729;-0.31;4.48;9.08
1556365931733;-0.32;4.49;9.06
1556365931746;-0.30;4.47;9.04
1556365931749;-0.29;4.48;9.03
1556365931763;-0.28;4.46;9.04
1556365931769;-0.27;4.47;9.05
1556365931781;-0.28;4.49;9.07
1556365931797;-0.27;4.50;9.09
1556365931799;-0.26;4.49;9.11
