1556365993795;-0.14;4.21;10.06
1556365993822;-0.20;2.91;10.68
1556365993824;-0.27;2.87;10.72
1556365993826;-0.43;2.83;10.83
1556365993842;-0.60;2.82;10.98
1556365993845;-0.68;2.86;10.95
1556365993862;-0.59;2.91;10.58
1556365993865;-0.40;2.89;9.92
1556365993879;-0.16;2.84;9.15
1556365993897;0.05;2.85;8.45
1556365993905;0.23;2.98;7.93
1556365993908;0.31;3.18;7.62
1556365993926;0.25;3.42;7.50
1556365993928;0.11;3.67;7.51
1556365993944;-0.11;3.87;7.59
1556365993947;-0.34;3.97;7.71
1556365993962;-0.56;4.01;7.84
1556365993965;-0.74;4.06;8.00
1556365993979;-0.84;4.10;8.17
1556365993981;-0.88;4.11;8.38
1556365993994;-0.91;4.04;8.66
1556365994009;-0.90;3.94;9.01
1556365994015;-0.86;3.83;9.39
1556365994027;-0.81;3.73;9.79
1556365994031;-0.77;3.62;10.15
1556365994046;-0.70;3.46;10.34
1556365994060;-0.59;3.28;10.35
1556365994062;-0.41;3.15;10.04
1556365994077;-0.18;3.13;9.53
1556365994082;0.03;3.21;8.35
1556365994095;0.19;3.46;8.07
1556365994110;0.30;3.56;7.78
1556365994116;0.36;3.69;7.57
1556365994128;0.33;3.85;7.40
1556365994132;0.24;4.03;7.33
1556365994146;0.11;4.24;7.34
1556365994161;-0.03;4.46;7.40
1556365994164;-0.17;4.64;7.57
1556365994178;-0.32;4.76;7.82
1556365994182;-0.47;4.85;8.20
1556365994197;-0.64;4.93;8.65
1556365994213;-0.81;5.00;9.12
1556365994219;-0.92;5.03;9.55
1556365994230;-0.93;5.04;9.94
1556365994232;-0.85;5.00;10.27
1556365994247;-0.70;4.96;10.49
1556365994252;-0.49;4.91;10.56
1556365994265;-0.25;4.87;10.57
1556365994280;-0.07;4.82;10.55
1556365994282;0.03;4.77;10.60
1556365994297;0.09;4.74;10.65
1556365994302;0.14;4.75;10.66
1556365994316;0.30;4.82;10.51
1556365994333;0.57;4.97;10.14
1556365994336;0.83;5.09;9.70
1556365994349;0.99;5.09;9.37
1556365994353;1.02;5.00;9.26
1556365994368;0.96;4.89;9.39
1556365994382;0.83;4.80;9.74
1556365994384;0.69;4.65;10.16
1556365994398;0.57;4.46;10.51
1556365994403;0.50;4.21;10.72
1556365994417;0.44;3.96;10.77
1556365994433;0.40;3.77;10.74
1556365994436;0.37;3.49;10.46
1556365994449;0.38;3.43;10.15
1556365994454;0.47;3.44;9.69
1556365994469;0.56;3.48;9.14
1556365994483;0.61;3.53;8.63
1556365994485;0.59;3.61;8.25
1556365994499;0.53;3.73;8.03
1556365994505;0.50;3.88;8.01
1556365994519;0.47;4.00;8.13
1556365994535;0.44;4.02;8.41
1556365994537;0.40;3.93;8.77
1556365994549;0.33;3.76;9.10
1556365994555;0.20;3.64;9.33
1556365994569;0.04;3.58;9.50
1556365994586;-0.11;3.59;9.62
1556365994588;-0.24;3.60;9.66
1556365994603;-0.34;3.58;9.64
1556365994606;-0.36;3.52;9.53
1556365994619;-0.33;3.44;9.36
1556365994636;-0.22;3.37;9.17
1556365994638;-0.10;3.33;8.96
1556365994651;0.01;3.31;8.74
1556365994656;0.10;3.32;8.56
1556365994669;0.13;3.33;8.39
1556365994685;0.11;3.37;8.25
1556365994687;0.06;3.50;8.11
