1556366016507;0.47;1.51;7.93
1556366016517;0.48;0.92;7.42
1556366016539;0.50;0.84;7.44
1556366016542;0.55;0.71;7.57
1556366016564;0.53;0.66;7.90
1556366016567;0.34;0.75;8.39
1556366016569;0.02;0.96;8.87
1556366016586;-0.31;1.22;9.20
1556366016589;-0.55;1.43;9.36
1556366016605;-0.63;1.51;9.37
1556366016608;-0.64;1.42;9.33
1556366016627;-0.58;1.17;9.36
1556366016631;-0.44;0.87;9.42
1556366016648;-0.26;0.60;9.50
1556366016650;-0.12;0.47;9.55
1556366016668;-0.08;0.48;9.56
1556366016670;-0.11;0.53;9.47
1556366016681;-0.18;0.57;9.34
1556366016696;-0.24;0.60;9.23
1556366016698;-0.27;0.61;9.17
1556366016705;-0.26;0.58;9.10
1556366016723;-0.25;0.55;8.95
1556366016728;-0.22;0.52;8.74
1556366016741;-0.17;0.50;8.59
1556366016757;-0.14;0.51;8.51
1556366016758;-0.15;0.60;8.47
1556366016772;-0.22;1.22;8.52
1556366016775;-0.31;0.68;8.61
1556366016789;-0.38;0.79;8.66
1556366016795;-0.50;0.77;8.62
1556366016809;-0.49;0.76;8.54
1556366016824;-0.47;0.77;8.50
1556366016830;-0.45;0.82;8.52
1556366016842;-0.46;0.90;8.61
1556366016845;-0.47;0.94;8.73
1556366016858;-0.48;0.90;8.91
1556366016873;-0.49;0.86;9.13
1556366016876;-0.47;0.87;9.39
1556366016890;-0.43;0.92;9.66
1556366016896;-0.42;0.96;9.92
1556366016908;-0.44;0.95;10.15
1556366016926;-0.49;0.96;10.31
1556366016930;-0.53;1.01;10.41
1556366016942;-0.57;1.09;10.50
1556366016945;-0.58;1.16;10.63
1556366016961;-0.59;1.19;11.46
1556366016976;-0.58;1.17;11.16
1556366016978;-0.56;1.10;11.44
1556366016992;-0.50;1.00;11.62
1556366016995;-0.42;0.90;11.67
1556366017009;-0.38;0.85;11.68
1556366017026;-0.42;0.88;11.71
1556366017032;-0.52;0.95;11.75
1556366017045;-0.62;1.02;11.76
1556366017047;-0.69;1.11;11.75
1556366017060;-0.70;1.20;11.65
1556366017077;-0.64;1.30;11.42
1556366017079;-0.54;1.47;11.11
1556366017094;-0.38;1.69;10.86
1556366017096;-0.24;1.92;10.76
1556366017116;-0.36;2.24;11.58
1556366017118;-0.66;2.33;11.37
1556366017126;-0.65;2.34;12.08
1556366017143;-0.93;2.38;12.72
1556366017150;-0.67;2.32;12.79
1556366017163;-0.09;2.21;12.14
1556366017167;0.48;2.16;11.15
1556366017182;0.83;2.19;10.22
1556366017196;0.91;2.37;9.74
1556366017198;0.79;2.72;9.91
1556366017211;0.61;3.08;10.57
1556366017216;0.41;3.32;11.30
1556366017228;0.21;3.35;11.79
1556366017246;0.06;3.22;12.02
1556366017251;-0.03;3.01;12.04
1556366017264;-0.07;2.80;11.97
1556366017267;-0.08;2.64;11.88
1556366017280;-0.10;2.58;11.85
1556366017298;-0.16;2.59;11.88
1556366017300;-0.28;2.63;11.90
1556366017314;-0.40;2.69;11.84
1556366017316;-0.51;2.75;11.60
1556366017330;-0.57;2.81;11.21
1556366017348;-0.56;2.84;10.73
1556366017353;-0.46;2.88;10.21
1556366017367;-0.33;2.89;9.75
1556366017370;-0.21;2.85;9.39
1556366017385;-0.11;2.82;9.15
1556366017388;-0.02;2.76;8.96
1556366017396;0.09;2.69;8.80
