1556366018584;0.67;3.88;7.55
1556366018607;-0.02;4.25;9.99
1556366018638;-0.13;4.30;10.81
1556366018641;-0.54;4.35;10.39
1556366018644;-0.55;4.41;10.09
1556366018648;-0.42;4.52;9.83
1556366018664;-0.26;4.56;9.74
1556366018667;-0.14;4.45;9.80
1556366018681;-0.05;4.24;9.95
1556366018686;0.06;4.05;10.22
1556366018711;0.15;3.93;11.15
1556366018714;0.20;3.86;11.16
1556366018716;0.23;3.77;11.64
1556366018731;0.26;3.69;12.01
1556366018733;0.27;3.59;12.32
1556366018750;0.23;3.49;12.58
1556366018764;0.16;3.38;12.87
1556366018767;0.09;3.27;13.15
1556366018780;0.00;3.10;13.35
1556366018785;-0.05;2.89;13.43
1556366018799;-0.09;2.69;13.38
1556366018804;-0.12;2.44;13.36
1556366018818;-0.27;2.30;13.35
1556366018835;-0.33;2.11;13.36
1556366018838;-0.34;1.91;13.37
1556366018851;-0.35;1.70;13.41
1556366018853;-0.36;1.50;13.48
1556366018868;-0.35;1.32;13.54
1556366018883;-0.36;1.13;13.55
1556366018886;-0.40;0.92;13.51
1556366018899;-0.44;0.74;13.39
1556366018905;-0.41;0.62;13.16
1556366018918;-0.32;0.56;12.83
1556366018932;-0.18;0.50;12.49
1556366018934;-0.05;0.44;12.12
1556366018949;0.02;0.41;11.79
1556366018954;0.05;0.44;11.51
1556366018969;0.04;0.52;11.31
1556366018983;0.01;0.64;11.16
1556366018986;-0.04;0.79;11.02
1556366019000;-0.13;0.93;10.86
1556366019006;-0.24;1.03;10.64
1556366019019;-0.31;1.14;10.38
1556366019033;-0.37;1.27;10.16
1556366019036;-0.43;1.46;10.06
1556366019050;-0.44;1.54;9.99
1556366019055;-0.50;1.51;9.95
1556366019068;-0.52;1.48;10.01
1556366019085;-0.44;1.46;10.05
1556366019087;-0.37;1.40;9.97
1556366019101;-0.34;1.31;9.72
1556366019108;-0.31;1.23;9.24
1556366019122;-0.26;1.24;8.09
1556366019126;-0.16;1.40;8.17
1556366019137;-0.08;1.63;8.25
1556366019152;-0.04;1.78;8.38
1556366019155;-0.03;1.66;8.49
1556366019168;-0.02;1.47;8.60
1556366019187;-0.04;1.31;8.67
1556366019188;-0.06;1.24;8.69
1556366019202;-0.05;1.24;8.60
1556366019208;-0.04;1.28;8.41
1556366019221;-0.03;1.40;8.12
1556366019237;-0.05;1.56;7.84
1556366019239;-0.10;1.74;7.68
1556366019255;-0.13;1.88;7.61
1556366019258;-0.12;1.93;7.62
1556366019270;-0.11;1.92;7.65
1556366019275;-0.07;1.85;7.67
1556366019287;-0.04;1.79;7.65
1556366019305;-0.02;1.75;7.58
1556366019310;0.01;1.79;7.45
1556366019325;0.07;1.92;7.35
1556366019328;0.11;2.10;7.34
1556366019335;0.10;2.25;7.39
1556366019355;0.03;2.37;7.50
1556366019357;-0.06;2.48;7.60
1556366019371;-0.13;2.60;7.66
1556366019376;-0.17;2.69;7.70
1556366019390;-0.19;2.79;7.72
1556366019406;-0.18;2.86;7.73
1556366019413;-0.15;2.91;7.72
1556366019430;-0.10;2.92;7.65
1556366019433;-0.03;2.94;7.62
1556366019438;0.02;2.98;7.68
1556366019455;0.03;3.05;7.83
1556366019457;-0.02;3.14;8.03
1556366019471;-0.05;3.24;8.19
1556366019475;-0.04;3.32;8.28
1556366019489;0.02;3.41;8.31
