1554731196980;-0.44;3.73;9.76
1554731197181;-0.08;3.62;9.28
1554731197381;-0.06;3.65;9.34
1554731197581;-0.57;3.33;9.88
1554731197780;-0.66;2.85;9.31
1554731197981;-0.42;2.95;9.17
1554731198181;0.23;3.05;10.00
1554731198381;0.61;2.75;9.45
1554731198581;0.66;2.93;9.38
1554731198781;0.22;3.15;10.19
1554731198983;-0.76;3.03;8.86
1554731199181;-0.57;3.42;8.93
1554731199381;-0.21;3.57;9.83
1554731199581;0.22;3.17;9.97
1554731199781;0.30;3.31;9.22
1554731199982;0.17;3.43;9.90
1554731200182;-0.11;3.18;9.83
1554731200382;-0.22;3.48;9.18
1554731200582;-0.05;3.61;9.74
1554731200782;0.32;3.31;9.80
1554731200982;0.45;3.11;9.29
1554731201183;0.39;3.41;9.71
