8.001274;13.607860;-0.756413;4.614557;9.054510;605.400820;standing_up
5.840204;12.452128;-0.340981;3.502102;9.318840;603.731309;sitting_down
7.397762;12.895346;0.156704;3.345809;9.660244;590.241449;standing_up
7.493918;14.329672;-0.322103;2.911768;9.646167;608.604731;sitting_down
7.823877;13.326905;-0.183263;3.766577;9.571469;597.612832;standing_up
6.679446;14.775603;-0.275079;3.495792;9.433813;607.590092;sitting_down
9.450000;10.665112;0.018907;4.097773;9.211304;605.042372;idle
9.960733;10.488738;-0.033485;3.864107;9.381945;608.836480;idle
9.910807;10.305241;0.069126;4.129014;9.221764;606.276980;idle
7.581143;13.142830;-0.101502;3.376908;9.566533;592.669918;standing_up
7.347253;13.683153;-0.041779;4.272285;9.150394;610.536380;sitting_down
7.894713;13.682621;0.025506;4.031481;9.426612;609.577150;standing_up
6.610533;13.905104;-0.122491;4.054437;9.336665;497.410034;sitting_down
7.605182;13.187142;0.281575;3.695702;9.526300;599.625700;standing_up
9.605401;10.541041;0.131210;4.481258;9.138729;611.001592;idle
9.837082;10.423079;0.250608;4.271436;9.148962;606.041081;idle
10.039641;10.069067;-0.165559;0.196107;10.053925;603.432159;idle
10.039312;10.069064;-0.166004;0.192002;10.050553;603.225657;idle
10.037077;10.068708;-0.167705;0.190468;10.047147;603.021256;idle
9.692219;10.357838;0.188071;4.163106;9.160212;604.004244;idle
8.276705;11.196476;-0.129808;4.028729;9.177249;603.616211;walking
8.345870;12.219768;0.458266;4.420626;8.922170;599.132614;walking
8.913396;12.199988;-0.075649;3.890107;9.402523;613.983898;walking
7.938317;13.185386;-0.086916;4.007003;9.364130;510.679014;walking
8.024784;12.408189;-0.034048;4.206088;9.207870;609.008412;walking
8.677980;13.278475;-0.124769;3.772225;9.313982;604.623756;walking
8.328776;12.968981;0.029987;4.153856;9.107408;500.449557;walking
8.929371;11.941152;-0.128813;3.983969;9.223528;603.717532;walking
8.281151;12.710207;0.432902;3.165293;9.606269;512.968009;walking
8.654638;12.581803;0.504731;3.371554;9.615590;508.017212;walking
9.066505;10.283743;0.030011;3.154375;9.496853;600.859858;idle
6.913085;12.740574;-0.391725;2.610458;9.798407;503.619618;sitting_down
7.466205;14.590714;-0.345303;2.838126;9.815228;616.210178;standing_up
6.837486;14.790832;-0.236949;2.629374;9.925091;504.233039;sitting_down
7.450111;15.279267;-0.405773;3.050925;9.724055;604.777626;standing_up
7.280039;13.706624;0.033189;2.543471;9.976886;503.000211;sitting_down
6.405743;16.925341;-0.078720;2.842367;9.621470;499.137444;standing_up
6.611149;13.109769;0.345685;3.610121;9.596683;618.833325;sitting_down
7.417905;15.215458;-0.028571;3.004893;9.788212;615.937248;standing_up
6.741382;13.448750;0.584854;3.318606;9.680709;618.030962;sitting_down
7.154568;16.089658;0.186981;2.670356;9.743099;499.781150;standing_up
8.625176;11.761802;-0.226140;4.382483;9.167557;611.953816;walking
7.813177;13.517553;-0.285867;3.252559;9.432209;495.775942;walking
7.800979;13.737504;0.089042;3.516671;9.454595;490.519469;walking
8.081711;13.143921;0.138293;3.703112;9.456267;500.064152;walking
7.333033;14.373860;-0.172172;3.599692;9.346193;602.281553;walking
